id,name,image_url,official_artwork,sprite_default,sprite_shiny
142,aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/142.png
143,snorlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/143.png
144,articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/144.png
145,zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/145.png
146,moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/146.png
147,dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/147.png
148,dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/148.png
149,dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/149.png
150,mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/150.png
151,mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/151.png
152,chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/152.png
153,bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/153.png
154,meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/154.png
155,cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/155.png
156,quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/156.png
157,typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/157.png
158,totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/158.png
159,croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/159.png
160,feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/160.png
161,sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/161.png
162,furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/162.png
163,hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/163.png
164,noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/164.png
165,ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/165.png
166,ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/166.png
167,spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/167.png
168,ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/168.png
169,crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/169.png
170,chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/170.png
171,lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/171.png
172,pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/172.png
173,cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/173.png
174,igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/174.png
175,togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/175.png
176,togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/176.png
177,natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/177.png
178,xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/178.png
179,mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/179.png
180,flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/180.png
181,ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/181.png
182,bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/182.png
183,marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/183.png
184,azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/184.png
185,sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/185.png
186,politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/186.png
187,hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/187.png
188,skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/188.png
189,jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/189.png
190,aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/190.png
191,sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/191.png
192,sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/192.png
193,yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/193.png
194,wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/194.png
195,quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/195.png
196,espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/196.png
197,umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/197.png
198,murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/198.png
199,slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/199.png
200,misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/200.png
201,unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/201.png
202,wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/202.png
203,girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/203.png
204,pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/204.png
205,forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/205.png
206,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/206.png
207,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/207.png
208,steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/208.png
209,snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/209.png
210,granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/210.png
211,qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/211.png
212,scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/212.png
213,shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/213.png
214,heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/214.png
215,sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/215.png
